geo_id,tract,total_18_to_64_2018_ALL,total_18_to_64_2018_BLACK,total_18_to_64_2018_LATINX,total_18_to_64_2018_WHITE,percent_18_to_64_2018_BLACK,percent_18_to_64_2018_LATINX,percent_18_to_64_2018_WHITE,total_18_to_over_2018_ALL,total_18_to_over_2018_BLACK,total_18_to_over_2018_LATINX,total_18_to_over_2018_WHITE,percent_18_to_over_2018_BLACK,percent_18_to_over_2018_LATINX,percent_18_to_over_2018_WHITE,total_assoc_to_higher_2018_ALL,percent_assoc_to_higher_2018_ALL,total_bach_to_higher_2018_ALL,total_bach_to_higher_2018_BLACK,total_bach_to_higher_2018_LATINX,total_bach_to_higher_2018_WHITE,percent_bach_to_higher_2018_ALL,percent_bach_to_higher_2018_BLACK,percent_bach_to_higher_2018_LATINX,percent_bach_to_higher_2018_WHITE, median_income_all_2018 , median_income_black_2018 , median_income_latinx_2018 , median_income_white_2018 ,totalbelowpov_18_to_64_2018,totalbelowpov_black_2018,totalbelowpov_latinx_2018,totalbelowpov_white_2018,pctbelowpov_18_to_64_2018,pctbelowpov_black_2018,pctbelowpov_latinx_2018,pctbelowpov_white_2018
1400000US48201422302,"Census Tract 4223.02, Harris County, Texas",1277,539,276,350,42.2%,21.6%,27.4%,1514,667,302,433,44.1%,19.9%,28.6%,647,47.9%,507,227,47,197,37.5%,44.8%,9.3%,38.9%," $ 56,451.00 "," $ 49,125.00 "," $ 57,708.00 "," $ 71,375.00 ",74,126,12,14,5.8%,15.7%,3.3%,2.9%
1400000US48201422401,"Census Tract 4224.01, Harris County, Texas",2186,1245,722,119,57.0%,33.0%,5.4%,3047,1472,829,333,48.3%,27.2%,10.9%,743,25.8%,516,219,70,110,17.9%,42.4%,13.6%,21.3%," $ 23,765.00 "," $ 31,330.00 "," $ 25,357.00 "," $ 14,102.00 ",618,522,566,141,28.3%,29.5%,45.9%,34.8%
1400000US48201511302,"Census Tract 5113.02, Harris County, Texas",2790,11,421,2294,0.4%,15.1%,82.2%,3204,11,480,2648,0.3%,15.0%,82.6%,2203,73.8%,2093,0,156,1875,70.1%,0.0%,7.5%,89.6%," $ 93,182.00 ", - , - ," $ 95,815.00 ",228,0,75,349,8.2%,0.0%,12.6%,10.9%
1400000US48201520601,"Census Tract 5206.01, Harris County, Texas",1669,93,1244,187,5.6%,74.5%,11.2%,1914,96,1409,220,5.0%,73.6%,11.5%,283,16.8%,237,4,130,50,14.1%,1.7%,54.9%,21.1%," $ 35,880.00 ", - ," $ 29,014.00 "," $ 44,097.00 ",627,75,1048,23,37.6%,78.1%,47.9%,8.6%
1400000US48201520602,"Census Tract 5206.02, Harris County, Texas",3588,154,2950,447,4.3%,82.2%,12.5%,4072,162,3226,647,4.0%,79.2%,15.9%,483,13.1%,351,18,158,142,9.5%,5.1%,45.0%,40.5%," $ 38,460.00 ", - ," $ 34,968.00 "," $ 49,107.00 ",840,77,1580,155,23.4%,40.7%,31.3%,21.7%
1400000US48201522201,"Census Tract 5222.01, Harris County, Texas",2244,87,1482,631,3.9%,66.0%,28.1%,2693,95,1631,846,3.5%,60.6%,31.4%,680,29.1%,498,22,120,310,21.3%,4.4%,24.1%,62.2%," $ 48,462.00 "," $ 42,647.00 "," $ 34,801.00 "," $ 75,278.00 ",441,0,997,24,19.7%,0.0%,37.4%,2.3%
1400000US48201522202,"Census Tract 5222.02, Harris County, Texas",2662,116,1869,570,4.4%,70.2%,21.4%,2969,125,1928,776,4.2%,64.9%,26.1%,507,20.2%,451,17,51,326,18.0%,3.8%,11.3%,72.3%," $ 43,510.00 "," $ 25,463.00 "," $ 35,795.00 "," $ 67,500.00 ",731,187,1172,46,27.5%,70.0%,42.1%,5.2%
1400000US48201522301,"Census Tract 5223.01, Harris County, Texas",2540,139,1564,745,5.5%,61.6%,29.3%,3038,139,1752,1012,4.6%,57.7%,33.3%,858,32.1%,724,38,99,501,27.1%,5.2%,13.7%,69.2%," $ 44,735.00 "," $ 52,833.00 "," $ 31,212.00 "," $ 64,459.00 ",376,35,582,80,14.8%,21.1%,23.5%,7.8%
1400000US48201522302,"Census Tract 5223.02, Harris County, Texas",2684,123,1673,587,4.6%,62.3%,21.9%,2889,123,1741,683,4.3%,60.3%,23.6%,1029,42.2%,917,13,178,466,37.6%,1.4%,19.4%,50.8%," $ 72,000.00 ", - ," $ 51,000.00 "," $ 99,659.00 ",451,38,746,28,16.8%,19.3%,30.5%,3.4%
1400000US48201522401,"Census Tract 5224.01, Harris County, Texas",3522,240,1231,1650,6.8%,35.0%,46.8%,4113,240,1377,2075,5.8%,33.5%,50.4%,1585,43.2%,1496,23,213,1008,40.8%,1.5%,14.2%,67.4%," $ 60,653.00 "," $ 27,781.00 "," $ 46,806.00 "," $ 80,875.00 ",462,85,739,285,13.1%,28.7%,31.0%,10.4%
1400000US48201522402,"Census Tract 5224.02, Harris County, Texas",2331,39,1381,785,1.7%,59.2%,33.7%,2687,39,1496,1026,1.5%,55.7%,38.2%,801,34.2%,653,0,82,522,27.9%,0.0%,12.6%,79.9%," $ 57,694.00 ", - ," $ 36,486.00 "," $ 79,531.00 ",374,0,774,11,16.0%,0.0%,32.2%,0.9%
1400000US48201522500,"Census Tract 5225, Harris County, Texas",2959,0,270,2384,0.0%,9.1%,80.6%,3677,0,303,3026,0.0%,8.2%,82.3%,2916,82.2%,2806,0,247,2269,79.1%,0.0%,8.8%,80.9%," $ 191,012.00 ", - ," 250,000+ "," $ 159,500.00 ",106,0,0,148,3.6%,-,0.0%,3.6%
1400000US48201532001,"Census Tract 5320.01, Harris County, Texas",4237,1267,2107,729,29.9%,49.7%,17.2%,4626,1474,2144,832,31.9%,46.3%,18.0%,781,18.3%,590,107,241,203,13.8%,18.1%,40.8%,34.4%," $ 36,352.00 "," $ 33,264.00 "," $ 37,039.00 "," $ 35,778.00 ",809,584,683,296,19.1%,30.9%,21.0%,30.0%
1400000US48201532002,"Census Tract 5320.02, Harris County, Texas",734,122,266,323,16.6%,36.2%,44.0%,894,153,290,421,17.1%,32.4%,47.1%,373,43.6%,291,77,48,166,34.0%,26.5%,16.5%,57.0%," $ 84,038.00 ", - , - ," $ 93,750.00 ",11,0,11,0,1.5%,0.0%,2.6%,0.0%
1400000US48201532501,"Census Tract 5325.01, Harris County, Texas",5852,464,3663,813,7.9%,62.6%,13.9%,6538,478,3903,1142,7.3%,59.7%,17.5%,1237,22.6%,898,218,128,334,16.4%,24.3%,14.3%,37.2%," $ 60,706.00 "," $ 65,804.00 "," $ 52,862.00 "," $ 81,736.00 ",659,46,679,109,11.3%,7.6%,12.5%,8.7%
1400000US48201532502,"Census Tract 5325.02, Harris County, Texas",3553,405,2752,276,11.4%,77.5%,7.8%,4025,451,2883,450,11.2%,71.6%,11.2%,389,11.3%,293,59,140,62,8.5%,20.1%,47.8%,21.2%," $ 41,762.00 "," $ 39,970.00 "," $ 42,214.00 "," $ 46,250.00 ",435,65,687,6,12.2%,12.9%,17.0%,1.1%
1400000US48201533701,"Census Tract 5337.01, Harris County, Texas",3140,528,2480,69,16.8%,79.0%,2.2%,3580,631,2740,126,17.6%,76.5%,3.5%,237,7.3%,163,81,58,0,5.0%,49.7%,35.6%,0.0%," $ 30,076.00 "," $ 26,413.00 "," $ 30,064.00 "," $ 31,534.00 ",855,100,1774,0,27.2%,12.9%,38.3%,0.0%
1400000US48201533702,"Census Tract 5337.02, Harris County, Texas",2410,299,1961,64,12.4%,81.4%,2.7%,2681,312,2116,156,11.6%,78.9%,5.8%,277,12.0%,178,51,90,13,7.7%,28.7%,50.6%,7.3%," $ 45,417.00 "," $ 36,125.00 "," $ 47,315.00 "," $ 38,661.00 ",472,123,685,14,19.6%,24.8%,23.1%,7.3%
1400000US48201533801,"Census Tract 5338.01, Harris County, Texas",6688,1370,3967,395,20.5%,59.3%,5.9%,7456,1492,4222,512,20.0%,56.6%,6.9%,851,13.5%,487,173,51,55,7.7%,35.5%,10.5%,11.3%," $ 49,173.00 "," $ 55,083.00 "," $ 42,374.00 ", - ,921,183,1587,0,13.8%,8.1%,23.9%,0.0%
1400000US48201533802,"Census Tract 5338.02, Harris County, Texas",4321,620,2960,263,14.3%,68.5%,6.1%,4773,737,3094,370,15.4%,64.8%,7.8%,428,10.8%,332,120,48,88,8.4%,36.1%,14.5%,26.5%," $ 63,346.00 "," $ 80,679.00 "," $ 59,583.00 "," $ 25,972.00 ",760,27,1357,143,17.6%,2.6%,26.1%,32.8%
1400000US48201534002,"Census Tract 5340.02, Harris County, Texas",3493,322,2388,481,9.2%,68.4%,13.8%,4036,438,2604,665,10.9%,64.5%,16.5%,278,8.5%,197,42,71,80,6.0%,21.3%,36.0%,40.6%," $ 51,074.00 "," $ 43,167.00 "," $ 51,427.00 "," $ 43,125.00 ",364,71,423,146,10.4%,13.1%,10.2%,17.8%
1400000US48201533901,"Census Tract 5339.01, Harris County, Texas",5773,1509,3426,461,26.1%,59.3%,8.0%,6684,1720,3702,718,25.7%,55.4%,10.7%,920,16.2%,700,158,241,239,12.3%,22.6%,34.4%,34.1%," $ 56,724.00 "," $ 67,232.00 "," $ 55,625.00 "," $ 47,019.00 ",622,64,972,49,10.8%,3.0%,16.6%,6.0%
1400000US48201533902,"Census Tract 5339.02, Harris County, Texas",2667,756,1531,187,28.3%,57.4%,7.0%,3054,969,1623,203,31.7%,53.1%,6.6%,254,9.0%,200,0,88,0,7.1%,0.0%,44.0%,0.0%," $ 28,750.00 "," $ 23,833.00 "," $ 33,125.00 ", - ,697,409,1082,46,26.1%,28.2%,38.6%,19.5%
1400000US48201534001,"Census Tract 5340.01, Harris County, Texas",2186,148,1485,208,6.8%,67.9%,9.5%,2302,148,1522,278,6.4%,66.1%,12.1%,192,10.4%,147,47,65,27,8.0%,32.0%,44.2%,18.4%," $ 31,708.00 "," $ 27,685.00 "," $ 35,450.00 ", - ,725,161,930,180,33.2%,75.2%,40.1%,50.6%
1400000US48201534003,"Census Tract 5340.03, Harris County, Texas",1870,484,1076,104,25.9%,57.5%,5.6%,2035,507,1133,113,24.9%,55.7%,5.6%,332,19.0%,216,54,90,9,12.4%,25.0%,41.7%,4.2%," $ 60,721.00 "," $ 95,972.00 "," $ 63,566.00 "," $ 66,111.00 ",367,79,299,45,19.6%,10.8%,18.7%,25.9%
1400000US48201534201,"Census Tract 5342.01, Harris County, Texas",1836,175,935,249,9.5%,50.9%,13.6%,2128,207,991,389,9.7%,46.6%,18.3%,477,24.5%,378,19,54,138,19.4%,5.0%,14.3%,36.5%," $ 57,820.00 "," $ 59,028.00 "," $ 51,875.00 "," $ 75,500.00 ",167,15,309,0,9.3%,6.7%,18.1%,0.0%
1400000US48201534202,"Census Tract 5342.02, Harris County, Texas",6339,710,2025,2873,11.2%,31.9%,45.3%,7458,752,2179,3766,10.1%,29.2%,50.5%,3193,46.7%,2917,512,322,1644,42.7%,17.6%,11.0%,56.4%," $ 73,860.00 "," $ 61,468.00 "," $ 64,150.00 "," $ 87,200.00 ",400,0,295,106,6.3%,0.0%,9.5%,2.4%
1400000US48201534203,"Census Tract 5342.03, Harris County, Texas",1263,43,811,350,3.4%,64.2%,27.7%,1455,80,820,496,5.5%,56.4%,34.1%,187,14.1%,143,12,37,75,10.8%,8.4%,25.9%,52.4%," $ 56,000.00 ", - ," $ 44,250.00 "," $ 70,592.00 ",185,0,217,25,15.3%,0.0%,14.8%,5.4%
1400000US48201540501,"Census Tract 5405.01, Harris County, Texas",4125,443,2810,726,10.7%,68.1%,17.6%,4562,443,3045,889,9.7%,66.7%,19.5%,599,15.6%,354,141,116,57,9.2%,39.8%,32.8%,16.1%," $ 37,397.00 "," $ 39,962.00 "," $ 31,359.00 "," $ 50,913.00 ",1086,142,1783,155,26.3%,22.1%,38.3%,15.8%
1400000US48201540502,"Census Tract 5405.02, Harris County, Texas",3257,360,972,1801,11.1%,29.8%,55.3%,4021,369,1036,2470,9.2%,25.8%,61.4%,1311,36.2%,997,45,143,751,27.5%,4.5%,14.3%,75.3%," $ 75,368.00 "," $ 121,838.00 "," $ 72,528.00 "," $ 78,750.00 ",225,15,0,204,6.9%,2.4%,0.0%,7.1%
1400000US48201540601,"Census Tract 5406.01, Harris County, Texas",2909,381,1138,791,13.1%,39.1%,27.2%,3188,429,1184,910,13.5%,37.1%,28.5%,1063,37.3%,767,67,151,363,26.9%,8.7%,19.7%,47.3%," $ 75,711.00 "," $ 45,556.00 "," $ 76,250.00 "," $ 91,917.00 ",199,141,58,36,6.8%,25.9%,3.5%,3.3%
1400000US48201540602,"Census Tract 5406.02, Harris County, Texas",4649,692,2765,975,14.9%,59.5%,21.0%,5358,741,2911,1349,13.8%,54.3%,25.2%,1190,26.0%,673,94,248,233,14.7%,14.0%,36.8%,34.6%," $ 63,218.00 "," $ 123,056.00 "," $ 48,536.00 "," $ 72,885.00 ",478,280,566,68,10.3%,29.4%,12.3%,4.2%
1400000US48201540901,"Census Tract 5409.01, Harris County, Texas",1812,121,223,1154,6.7%,12.3%,63.7%,2173,121,242,1485,5.6%,11.1%,68.3%,1189,63.2%,1020,32,111,760,54.2%,3.1%,10.9%,74.5%," $ 130,263.00 "," $ 80,724.00 ", - ," $ 128,750.00 ",45,60,11,34,2.5%,28.3%,3.1%,2.1%
1400000US48201540902,"Census Tract 5409.02, Harris County, Texas",4316,1138,1038,1773,26.4%,24.1%,41.1%,4989,1151,1109,2256,23.1%,22.2%,45.2%,2226,50.0%,2023,375,218,1152,45.4%,18.5%,10.8%,56.9%," $ 62,302.00 "," $ 84,048.00 "," $ 44,872.00 "," $ 74,130.00 ",182,107,135,47,4.2%,7.3%,7.1%,1.7%
1400000US48201541001,"Census Tract 5410.01, Harris County, Texas",7602,1244,1836,2725,16.4%,24.2%,35.8%,8511,1431,1992,2956,16.8%,23.4%,34.7%,2632,36.6%,2284,313,231,1179,31.8%,13.7%,10.1%,51.6%," $ 69,755.00 "," $ 69,081.00 "," $ 65,534.00 "," $ 88,603.00 ",636,43,650,167,8.4%,2.4%,19.7%,4.6%
1400000US48201541002,"Census Tract 5410.02, Harris County, Texas",5129,1212,1019,2033,23.6%,19.9%,39.6%,6074,1469,1101,2435,24.2%,18.1%,40.1%,2671,48.1%,2393,631,185,855,43.1%,26.4%,7.7%,35.7%," $ 97,436.00 "," $ 95,956.00 "," $ 103,846.00 "," $ 97,440.00 ",229,191,128,143,4.5%,9.3%,8.1%,4.2%
1400000US48201541003,"Census Tract 5410.03, Harris County, Texas",9580,1439,1987,4834,15.0%,20.7%,50.5%,10541,1549,2153,5394,14.7%,20.4%,51.2%,5510,58.4%,4816,853,510,2517,51.0%,17.7%,10.6%,52.3%," $ 119,395.00 "," $ 86,804.00 "," $ 72,293.00 "," $ 133,864.00 ",157,42,94,57,1.6%,1.9%,3.0%,0.8%
1400000US48201541201,"Census Tract 5412.01, Harris County, Texas",6092,551,1136,3606,9.0%,18.6%,59.2%,6839,587,1290,4114,8.6%,18.9%,60.2%,3304,53.1%,2839,387,265,1728,45.6%,13.6%,9.3%,60.9%," $ 111,875.00 "," $ 83,269.00 "," $ 67,071.00 "," $ 125,946.00 ",260,0,87,154,4.3%,0.0%,5.0%,2.9%
1400000US48201541202,"Census Tract 5412.02, Harris County, Texas",5556,649,1779,2826,11.7%,32.0%,50.9%,6375,726,2010,3233,11.4%,31.5%,50.7%,1973,34.5%,1628,114,156,1162,28.5%,7.0%,9.6%,71.4%," $ 83,412.00 "," $ 53,350.00 "," $ 61,420.00 "," $ 91,731.00 ",760,318,665,307,13.7%,36.9%,21.0%,7.5%
1400000US48201333902,"Census Tract 3339.02, Harris County, Texas",5608,1240,3194,926,22.1%,57.0%,16.5%,6212,1240,3378,1221,20.0%,54.4%,19.7%,1236,24.0%,850,137,461,196,16.5%,16.1%,54.2%,23.1%," $ 52,705.00 "," $ 52,656.00 "," $ 51,549.00 "," $ 56,667.00 ",392,217,228,190,7.0%,13.5%,4.4%,12.3%
1400000US48201334001,"Census Tract 3340.01, Harris County, Texas",2688,1047,909,455,39.0%,33.8%,16.9%,3017,1075,949,616,35.6%,31.5%,20.4%,775,29.0%,465,74,95,170,17.4%,15.9%,20.4%,36.6%," $ 47,962.00 "," $ 43,685.00 "," $ 85,329.00 "," $ 50,951.00 ",349,310,159,57,13.0%,17.5%,11.1%,8.2%
1400000US48201334002,"Census Tract 3340.02, Harris County, Texas",1863,755,537,498,40.5%,28.8%,26.7%,1955,783,546,541,40.1%,27.9%,27.7%,664,41.8%,554,247,114,142,34.9%,44.6%,20.6%,25.6%," $ 58,307.00 "," $ 53,642.00 "," $ 57,579.00 "," $ 75,664.00 ",114,109,0,47,6.1%,12.0%,0.0%,8.1%
1400000US48201340202,"Census Tract 3402.02, Harris County, Texas",3206,90,570,1521,2.8%,17.8%,47.4%,3789,90,615,1971,2.4%,16.2%,52.0%,2665,76.6%,2409,77,158,1364,69.2%,3.2%,6.6%,56.6%," $ 127,568.00 "," $ 181,528.00 "," $ 66,222.00 "," $ 161,071.00 ",87,0,15,88,2.7%,0.0%,1.7%,3.4%
1400000US48201334003,"Census Tract 3340.03, Harris County, Texas",4593,917,2287,913,20.0%,49.8%,19.9%,5467,1130,2542,1269,20.7%,46.5%,23.2%,1082,22.9%,761,80,222,353,16.1%,10.5%,29.2%,46.4%," $ 55,733.00 "," $ 51,944.00 "," $ 55,897.00 "," $ 50,673.00 ",462,166,379,184,10.1%,12.8%,10.7%,13.3%
1400000US48201334100,"Census Tract 3341, Harris County, Texas",9793,5063,2595,1394,51.7%,26.5%,14.2%,11136,5905,2828,1572,53.0%,25.4%,14.1%,4074,45.5%,3671,2114,278,751,41.0%,57.6%,7.6%,20.5%," $ 58,898.00 "," $ 54,021.00 "," $ 67,073.00 "," $ 71,134.00 ",1351,1358,177,155,13.8%,16.9%,4.7%,9.5%
1400000US48201340201,"Census Tract 3402.01, Harris County, Texas",914,23,134,464,2.5%,14.7%,50.8%,1144,32,160,601,2.8%,14.0%,52.5%,770,71.9%,651,25,89,344,60.8%,3.8%,13.7%,52.8%," $ 109,402.00 ", - ," $ 109,500.00 "," $ 120,625.00 ",41,0,0,19,4.5%,0.0%,0.0%,2.5%
1400000US48201340203,"Census Tract 3402.03, Harris County, Texas",3020,154,326,2103,5.1%,10.8%,69.6%,3737,178,326,2623,4.8%,8.7%,70.2%,2535,70.9%,2305,24,198,1606,64.5%,1.0%,8.6%,69.7%," $ 113,147.00 "," $ 97,586.00 "," $ 116,875.00 "," $ 111,357.00 ",210,0,0,199,7.0%,0.0%,0.0%,6.5%
1400000US48201340301,"Census Tract 3403.01, Harris County, Texas",2436,18,148,1662,0.7%,6.1%,68.2%,3179,61,157,2202,1.9%,4.9%,69.3%,2440,80.9%,2309,52,101,1687,76.6%,2.3%,4.4%,73.1%," $ 183,421.00 ", - ," $ 234,833.00 "," $ 178,618.00 ",49,0,0,60,2.0%,0.0%,0.0%,2.3%
1400000US48201340302,"Census Tract 3403.02, Harris County, Texas",3833,95,434,2905,2.5%,11.3%,75.8%,5045,95,590,3842,1.9%,11.7%,76.2%,3331,70.7%,2932,95,199,2242,62.2%,3.2%,6.8%,76.5%," $ 110,767.00 ", - ," $ 125,125.00 "," $ 111,406.00 ",174,0,106,111,4.5%,0.0%,9.2%,2.3%
1400000US48201341201,"Census Tract 3412.01, Harris County, Texas",2699,655,895,1076,24.3%,33.2%,39.9%,2888,672,921,1222,23.3%,31.9%,42.3%,852,37.8%,601,87,64,405,26.7%,14.5%,10.6%,67.4%," $ 40,476.00 "," $ 25,256.00 "," $ 36,667.00 "," $ 62,907.00 ",523,351,480,243,19.4%,36.6%,34.8%,16.2%
1400000US48201341202,"Census Tract 3412.02, Harris County, Texas",3420,244,556,2528,7.1%,16.3%,73.9%,4233,269,582,3275,6.4%,13.7%,77.4%,2341,65.4%,2025,70,233,1641,56.6%,3.5%,11.5%,81.0%," $ 83,409.00 ", - ," $ 96,250.00 "," $ 81,250.00 ",392,183,138,237,11.5%,62.5%,18.8%,6.3%
1400000US48201341301,"Census Tract 3413.01, Harris County, Texas",3808,372,497,2206,9.8%,13.1%,57.9%,4488,372,566,2752,8.3%,12.6%,61.3%,1913,51.9%,1577,144,196,957,42.8%,9.1%,12.4%,60.7%," $ 41,719.00 ", - ," $ 62,454.00 "," $ 54,706.00 ",1082,125,123,588,30.2%,32.6%,16.9%,19.6%
1400000US48201341302,"Census Tract 3413.02, Harris County, Texas",2061,243,525,1022,11.8%,25.5%,49.6%,2315,269,638,1128,11.6%,27.6%,48.7%,812,40.9%,625,86,38,302,31.5%,13.8%,6.1%,48.3%," $ 55,083.00 "," $ 50,625.00 ", - ," $ 60,656.00 ",265,82,294,112,12.9%,23.0%,36.8%,8.0%
1400000US48201341501,"Census Tract 3415.01, Harris County, Texas",4497,154,819,3415,3.4%,18.2%,75.9%,5190,161,917,3963,3.1%,17.7%,76.4%,2712,60.3%,2067,58,309,1644,46.0%,2.8%,14.9%,79.5%," $ 91,979.00 "," $ 59,833.00 ", - ," $ 93,527.00 ",199,3,22,339,4.4%,1.2%,1.7%,6.9%
1400000US48201341502,"Census Tract 3415.02, Harris County, Texas",3088,213,497,2311,6.9%,16.1%,74.8%,3516,213,531,2705,6.1%,15.1%,76.9%,1715,57.5%,1413,83,160,1147,47.4%,5.9%,11.3%,81.2%," $ 76,458.00 "," $ 39,545.00 "," $ 53,875.00 "," $ 88,036.00 ",116,29,48,97,3.8%,11.4%,7.2%,2.9%
1400000US48201342001,"Census Tract 3420.01, Harris County, Texas",4370,0,1007,3115,0.0%,23.0%,71.3%,5234,0,1068,3729,0.0%,20.4%,71.2%,1898,41.8%,1576,0,124,1325,34.7%,0.0%,7.9%,84.1%," $ 110,988.00 ", - ," $ 103,872.00 "," $ 122,031.00 ",28,0,17,42,0.6%,-,0.9%,0.9%
1400000US48201342002,"Census Tract 3420.02, Harris County, Texas",2370,41,904,1247,1.7%,38.1%,52.6%,2719,41,918,1417,1.5%,33.8%,52.1%,1022,43.3%,687,0,116,415,29.1%,0.0%,16.9%,60.4%," $ 86,613.00 ", - ," $ 100,243.00 "," $ 85,750.00 ",137,41,50,80,5.8%,100.0%,3.9%,4.3%
1400000US48201343301,"Census Tract 3433.01, Harris County, Texas",2934,0,982,1769,0.0%,33.5%,60.3%,3451,0,1035,2190,0.0%,30.0%,63.5%,841,26.5%,531,0,183,331,16.7%,0.0%,34.5%,62.3%," $ 86,033.00 ", - ," $ 65,625.00 "," $ 91,354.00 ",286,0,382,269,9.7%,-,21.2%,9.5%
1400000US48201343302,"Census Tract 3433.02, Harris County, Texas",3377,334,1009,1931,9.9%,29.9%,57.2%,3913,369,1099,2280,9.4%,28.1%,58.3%,1039,30.8%,716,41,127,519,21.2%,5.7%,17.7%,72.5%," $ 79,468.00 "," $ 105,313.00 "," $ 72,961.00 "," $ 91,369.00 ",112,91,8,50,3.3%,22.9%,0.5%,1.8%
1400000US48201343600,"Census Tract 3436, Harris County, Texas",1808,29,542,1146,1.6%,30.0%,63.4%,2353,53,605,1604,2.3%,25.7%,68.2%,338,15.7%,220,14,44,160,10.2%,6.4%,20.0%,72.7%," $ 50,645.00 ", - , - ," $ 50,167.00 ",261,40,349,191,14.4%,58.8%,35.6%,10.8%
1400000US48201343700,"Census Tract 3437, Harris County, Texas",2167,459,815,896,21.2%,37.6%,41.3%,2565,589,924,1083,23.0%,36.0%,42.2%,314,14.1%,223,64,34,102,10.0%,28.7%,15.2%,45.7%," $ 64,688.00 "," $ 48,315.00 "," $ 67,396.00 "," $ 62,417.00 ",313,94,266,176,14.4%,14.0%,23.4%,11.9%
1400000US48201350601,"Census Tract 3506.01, Harris County, Texas",2850,325,757,1563,11.4%,26.6%,54.8%,3492,356,768,2081,10.2%,22.0%,59.6%,1409,45.5%,1097,95,114,760,35.4%,8.7%,10.4%,69.3%," $ 71,375.00 "," $ 80,898.00 "," $ 71,538.00 "," $ 75,938.00 ",100,29,58,93,3.5%,5.9%,4.9%,3.6%
1400000US48201350602,"Census Tract 3506.02, Harris County, Texas",6359,604,1508,2975,9.5%,23.7%,46.8%,7137,604,1680,3484,8.5%,23.5%,48.8%,3128,51.9%,2454,305,371,1207,40.7%,12.4%,15.1%,49.2%," $ 95,598.00 ", - ," $ 88,750.00 "," $ 92,402.00 ",258,0,19,360,4.1%,0.0%,0.9%,7.5%
1400000US48201350801,"Census Tract 3508.01, Harris County, Texas",3498,244,1072,1926,7.0%,30.6%,55.1%,4237,261,1222,2445,6.2%,28.8%,57.7%,1417,39.2%,962,7,300,540,26.6%,0.7%,31.2%,56.1%," $ 62,611.00 "," $ 39,223.00 "," $ 75,781.00 "," $ 65,469.00 ",276,183,180,118,7.9%,40.8%,9.9%,4.2%
1400000US48201350802,"Census Tract 3508.02, Harris County, Texas",5201,646,1024,2430,12.4%,19.7%,46.7%,5933,720,1086,2942,12.1%,18.3%,49.6%,2621,51.6%,2219,190,327,1204,43.7%,8.6%,14.7%,54.3%," $ 74,479.00 ", - ," $ 47,340.00 "," $ 76,198.00 ",620,255,366,293,11.9%,25.7%,20.6%,7.8%
1400000US48201410401,"Census Tract 4104.01, Harris County, Texas",3033,0,218,2469,0.0%,7.2%,81.4%,3612,0,292,2936,0.0%,8.1%,81.3%,2586,76.6%,2483,0,148,2128,73.5%,0.0%,6.0%,85.7%," $ 134,413.00 ", - ," $ 67,557.00 "," $ 150,742.00 ",131,0,24,109,4.3%,-,7.6%,3.3%
1400000US48201410402,"Census Tract 4104.02, Harris County, Texas",1838,40,352,1202,2.2%,19.2%,65.4%,2118,60,384,1421,2.8%,18.1%,67.1%,1584,77.9%,1428,30,211,959,70.2%,2.1%,14.8%,67.2%," $ 101,250.00 ", - ," $ 68,952.00 "," $ 101,181.00 ",147,0,58,99,8.0%,0.0%,13.9%,6.3%
1400000US48201410701,"Census Tract 4107.01, Harris County, Texas",3482,361,330,2389,10.4%,9.5%,68.6%,3887,379,400,2693,9.8%,10.3%,69.3%,2555,76.4%,2411,70,269,1721,72.1%,2.9%,11.2%,71.4%," $ 67,829.00 ", - ," $ 69,091.00 "," $ 62,694.00 ",434,224,13,258,12.5%,54.5%,2.9%,8.9%
1400000US48201422402,"Census Tract 4224.02, Harris County, Texas",4233,663,2813,630,15.7%,66.5%,14.9%,4809,716,2980,952,14.9%,62.0%,19.8%,1180,28.5%,1080,245,140,600,26.1%,22.7%,13.0%,55.6%," $ 45,172.00 "," $ 65,395.00 "," $ 34,036.00 "," $ 92,639.00 ",583,20,1237,8,13.8%,2.8%,27.4%,0.7%
1400000US48201422701,"Census Tract 4227.01, Harris County, Texas",3444,108,2744,424,3.1%,79.7%,12.3%,3910,108,3033,582,2.8%,77.6%,14.9%,618,17.7%,492,32,176,245,14.1%,6.5%,35.8%,49.8%," $ 45,040.00 ", - ," $ 46,313.00 "," $ 41,058.00 ",645,37,1393,71,18.7%,25.9%,29.1%,12.0%
1400000US48201422702,"Census Tract 4227.02, Harris County, Texas",2089,22,1464,482,1.1%,70.1%,23.1%,2500,27,1591,746,1.1%,63.6%,29.8%,574,26.2%,498,1,118,298,22.7%,0.2%,23.7%,59.8%," $ 59,756.00 ", - ," $ 63,750.00 "," $ 57,986.00 ",195,4,365,80,9.3%,14.8%,18.6%,8.8%
1400000US48201423201,"Census Tract 4232.01, Harris County, Texas",2216,741,1030,253,33.4%,46.5%,11.4%,2741,866,1087,562,31.6%,39.7%,20.5%,676,29.5%,595,185,65,293,26.0%,31.1%,10.9%,49.2%," $ 74,800.00 "," $ 84,023.00 "," $ 69,875.00 "," $ 70,833.00 ",51,6,55,41,2.3%,0.5%,3.3%,7.1%
